name,age
Ravi,17.5
Rahul,17.5
Meera,17.8
Priya,17.8
Arjun,17.8
Vikram,17.8
Reeta,17.8
Amit,17.8
Kavita,18.0
Kiran,18.3
Ravi,18.3
Sneha,18.3
Rahul,18.3
Anita,18.3
Priya,18.3
Vikram,18.5
Kavita,19.0
Arjun,19.0
Mohan,19.0
Anita,19.0
Anita,19.0
Meera,19.0
Reeta,19.0
Rahul,19.0
Kiran,19.5
Geet,19.5
Kavita,19.5
Mohan,19.5
Vikram,19.8
Anita,19.8
Sneha,19.8
Mohan,20.0
Suresh,20.0
Vikram,20.0
Kiran,20.0
Neha,20.5
Reeta,20.5
Vikram,20.5
Arjun,20.5
Reeta,21.0
Vikram,21.0
Amit,21.0
Ravi,21.0
Sneha,21.5
Kavita,21.5
Amit,21.5
Sneha,21.5
Priya,21.5
Amit,21.5
Neha,21.5
Kiran,21.5
Mohan,22.0
Sneha,22.5
Geet,22.5
Rahul,22.5
Arjun,23.0
Vikram,23.0
Arjun,23.5
Priya,23.5
Vikram,23.5
