name,age
Amit,18.0
Amit,18.0
Amit,19.8
Anita,18.3
Anita,19.0
Anita,22.5
Anita,23.0
Anita,23.0
Geet,17.5
Geet,18.0
Geet,18.3
Geet,19.0
Geet,19.5
Geet,19.8
Geet,21.0
Kavita,20.0
Kavita,21.0
Kavita,21.0
Kiran,19.5
Kiran,19.8
Kiran,20.0
Kiran,21.5
Kiran,23.5
Meera,17.5
Meera,18.3
Meera,18.3
Meera,18.5
Meera,21.0
Meera,21.5
Meera,23.5
Mohan,17.5
Mohan,18.3
Mohan,18.5
Mohan,19.0
Mohan,20.5
Mohan,23.0
Neha,17.5
Priya,19.0
Priya,19.0
Priya,23.0
Rahul,21.0
Ravi,20.5
Ravi,22.5
Ravi,23.0
Ravi,23.0
Reeta,17.8
Reeta,21.5
Reeta,23.5
Sneha,17.5
Sneha,18.3
Sneha,19.0
Sneha,20.0
Sneha,23.0
Suresh,21.0
Suresh,23.0
Vikram,19.5
Vikram,20.5
Vikram,21.0
Vikram,22.0
Vikram,23.0
