name,age
Amit,19.5
Amit,19.8
Anita,19.0
Anita,18.3
Anita,19.8
Anita,22.0
Anita,23.5
Arjun,20.5
Arjun,18.3
Arjun,23.5
Arjun,18.0
Geet,21.5
Geet,20.0
Geet,22.5
Geet,17.5
Geet,22.0
Kavita,22.0
Kavita,19.8
Kavita,23.5
Kavita,17.8
Kavita,21.5
Kiran,19.8
Kiran,18.0
Kiran,17.8
Kiran,18.0
Kiran,19.5
Meera,17.5
Meera,18.5
Meera,21.0
Meera,20.0
Meera,19.5
Meera,20.0
Meera,22.0
Meera,23.0
Meera,19.0
Mohan,21.0
Mohan,19.5
Mohan,18.0
Mohan,22.5
Mohan,17.8
Neha,18.3
Neha,21.5
Neha,22.0
Neha,22.0
Neha,19.8
Neha,21.5
Priya,17.8
Priya,17.8
Priya,18.0
Rahul,19.8
Rahul,17.8
Rahul,19.5
Ravi,22.5
Ravi,22.5
Ravi,19.0
Ravi,23.0
Reeta,23.0
Reeta,19.0
Reeta,22.0
Reeta,22.0
Reeta,21.0
Reeta,19.0
Reeta,19.8
Reeta,19.5
Sneha,19.0
Sneha,19.8
Sneha,19.8
Sneha,21.5
Sneha,21.0
Sneha,23.0
Sneha,20.5
Sneha,19.0
Suresh,20.0
Suresh,20.5
Suresh,23.0
Suresh,18.5
Suresh,18.3
Suresh,19.0
Vikram,22.5
Vikram,20.5
