name,age
Amit,19.5
Amit,20.0
Amit,20.0
Amit,21.5
Amit,22.0
Amit,22.5
Anita,17.5
Anita,17.8
Anita,18.5
Anita,18.5
Anita,19.0
Anita,19.8
Anita,21.0
Anita,22.0
Arjun,18.5
Arjun,20.0
Arjun,22.0
Arjun,23.0
Arjun,23.5
Geet,17.5
Geet,18.3
Geet,19.0
Geet,20.0
Geet,21.0
Geet,21.5
Geet,23.5
Geet,23.5
Kavita,17.5
Kavita,19.5
Kavita,19.5
Kavita,20.0
Kavita,22.0
Kavita,23.0
Kavita,23.0
Kavita,23.5
Kiran,17.5
Kiran,17.8
Kiran,19.0
Kiran,19.8
Kiran,22.5
Meera,17.5
Meera,18.0
Meera,19.8
Meera,20.0
Meera,21.0
Meera,21.0
Meera,23.0
Meera,23.5
Mohan,17.5
Mohan,18.0
Mohan,18.5
Mohan,18.5
Mohan,19.8
Mohan,21.5
Mohan,23.5
Neha,18.3
Neha,19.0
Neha,19.0
Neha,23.5
Neha,23.5
Neha,23.5
Priya,18.5
Priya,19.0
Priya,19.0
Priya,21.5
Rahul,19.0
Rahul,19.0
Ravi,17.8
Ravi,17.8
Ravi,18.5
Ravi,19.8
Ravi,21.0
Ravi,22.0
Ravi,23.5
Reeta,17.5
Reeta,17.5
Reeta,17.5
Reeta,17.8
Reeta,18.3
Reeta,21.5
Reeta,23.5
Reeta,23.5
Sneha,18.5
Sneha,20.5
Suresh,17.8
Suresh,18.0
Suresh,18.0
Suresh,18.3
Suresh,20.0
Suresh,21.0
Suresh,22.5
Suresh,22.5
Suresh,22.5
Suresh,23.0
Vikram,17.5
Vikram,18.0
Vikram,19.0
Vikram,19.5
Vikram,20.0
Vikram,22.0
