name,age
Amit,17.5
Amit,17.8
Amit,20.5
Anita,18.3
Arjun,19.5
Geet,17.8
Geet,22.5
Geet,23.5
Kavita,19.8
Kavita,19.8
Kiran,20.0
Kiran,20.5
Kiran,22.0
Kiran,22.0
Kiran,23.0
Meera,19.0
Meera,20.5
Mohan,17.5
Mohan,19.0
Mohan,21.0
Mohan,22.5
Neha,18.5
Neha,19.8
Neha,21.0
Priya,18.0
Priya,19.0
Rahul,17.8
Rahul,19.0
Rahul,19.5
Rahul,22.5
Rahul,22.5
Ravi,18.5
Ravi,23.0
Ravi,23.5
Reeta,22.0
Sneha,17.8
Sneha,18.5
Sneha,20.5
Sneha,21.5
Sneha,22.5
Sneha,23.0
Suresh,17.5
Suresh,18.3
Suresh,18.3
Suresh,19.8
Suresh,22.0
Vikram,19.0
Vikram,19.5
Vikram,21.5
Vikram,23.5
