name,age
Amit,21.0
Amit,17.8
Amit,23.5
Anita,22.5
Anita,22.0
Anita,21.5
Anita,20.0
Arjun,19.5
Arjun,21.0
Arjun,17.8
Arjun,17.8
Arjun,20.5
Arjun,20.0
Arjun,23.0
Arjun,18.0
Geet,18.0
Kavita,20.5
Kavita,18.3
Kavita,18.0
Kavita,19.5
Kiran,23.5
Kiran,23.0
Kiran,21.0
Kiran,21.0
Kiran,18.0
Meera,19.5
Mohan,21.5
Mohan,21.0
Mohan,21.0
Mohan,17.5
Neha,22.0
Neha,17.5
Priya,19.0
Priya,17.5
Priya,23.5
Priya,21.5
Rahul,18.3
Rahul,19.8
Rahul,20.0
Rahul,19.5
Rahul,20.5
Ravi,21.0
Ravi,20.0
Ravi,19.8
Ravi,19.5
Reeta,23.0
Reeta,20.5
Reeta,18.0
Reeta,22.0
Reeta,22.0
Sneha,23.0
Sneha,23.0
Sneha,18.5
Suresh,20.5
Suresh,23.5
Suresh,22.5
Vikram,20.0
Vikram,20.5
Vikram,22.5
Vikram,19.0
