name,age
Suresh,17.5
Ravi,17.5
Rahul,17.5
Vikram,17.5
Meera,17.5
Kiran,17.5
Kavita,17.5
Suresh,17.5
Reeta,17.5
Geet,17.8
Suresh,17.8
Vikram,17.8
Mohan,17.8
Geet,17.8
Amit,17.8
Suresh,18.0
Anita,18.0
Anita,18.0
Sneha,18.0
Vikram,18.0
Kavita,18.0
Sneha,18.3
Rahul,18.3
Sneha,18.3
Sneha,18.5
Vikram,18.5
Kiran,18.5
Suresh,18.5
Priya,18.5
Rahul,19.0
Kavita,19.0
Priya,19.0
Suresh,19.0
Ravi,19.0
Anita,19.0
Amit,19.5
Suresh,19.5
Rahul,19.5
Reeta,19.5
Meera,19.8
Vikram,19.8
Reeta,19.8
Kavita,19.8
Meera,19.8
Anita,20.0
Meera,20.0
Priya,20.0
Rahul,20.0
Arjun,20.5
Priya,20.5
Suresh,20.5
Rahul,20.5
Kiran,20.5
Mohan,20.5
Kavita,20.5
Suresh,21.0
Mohan,21.0
Meera,21.0
Arjun,21.0
Arjun,21.0
Arjun,21.0
Kiran,21.0
Priya,21.0
Mohan,21.5
Mohan,21.5
Neha,21.5
Kiran,21.5
Priya,22.0
Vikram,22.0
Sneha,22.0
Reeta,22.0
Amit,22.0
Ravi,22.0
Mohan,22.0
Amit,22.0
Kavita,22.0
Suresh,22.5
Kiran,22.5
Geet,22.5
Kavita,22.5
Kavita,22.5
Vikram,22.5
Neha,22.5
Neha,23.0
Suresh,23.0
Amit,23.0
Ravi,23.5
Suresh,23.5
Neha,23.5
Arjun,23.5
