name,age
Amit,17.8
Amit,23.5
Amit,18.0
Amit,22.5
Anita,22.0
Anita,17.5
Anita,18.5
Anita,18.3
Anita,23.0
Anita,23.0
Arjun,19.5
Arjun,19.8
Arjun,18.0
Arjun,17.5
Arjun,18.5
Arjun,17.8
Arjun,21.5
Arjun,20.5
Geet,21.5
Geet,18.3
Geet,22.0
Geet,22.0
Geet,19.5
Geet,22.5
Geet,22.5
Geet,18.5
Kavita,18.3
Kavita,18.5
Kavita,21.0
Kavita,17.5
Kiran,22.5
Kiran,20.5
Kiran,20.0
Kiran,19.8
Kiran,17.8
Meera,18.5
Meera,19.5
Meera,19.8
Meera,19.0
Meera,19.5
Mohan,18.0
Mohan,21.5
Mohan,23.0
Mohan,22.5
Mohan,18.3
Mohan,20.0
Mohan,17.8
Mohan,23.5
Neha,18.3
Neha,18.5
Neha,19.0
Neha,21.0
Neha,23.0
Neha,19.8
Priya,23.0
Priya,22.0
Priya,18.5
Rahul,22.0
Rahul,18.3
Rahul,18.0
Rahul,21.0
Rahul,17.8
Rahul,22.0
Rahul,17.5
Rahul,17.8
Rahul,19.0
Ravi,20.0
Ravi,20.0
Ravi,19.0
Ravi,20.5
Ravi,22.0
Ravi,19.0
Ravi,23.5
Ravi,18.5
Ravi,19.0
Reeta,17.8
Sneha,18.5
Sneha,18.5
Sneha,22.0
Sneha,17.5
Sneha,23.5
Sneha,20.5
Sneha,18.0
Sneha,23.5
Suresh,17.5
Suresh,19.8
Vikram,19.0
Vikram,21.5
Vikram,23.5
Vikram,20.5
