name,age
Amit,17.5
Amit,17.5
Amit,18.3
Amit,18.5
Amit,22.0
Amit,23.0
Amit,23.5
Amit,23.5
Anita,17.8
Anita,18.0
Anita,18.3
Anita,18.3
Anita,19.5
Anita,21.0
Anita,23.0
Anita,23.5
Arjun,18.3
Arjun,19.8
Arjun,20.0
Arjun,21.0
Geet,17.5
Geet,17.5
Geet,17.8
Geet,18.3
Geet,18.5
Geet,18.5
Geet,21.5
Geet,23.5
Kavita,18.0
Kavita,19.8
Kavita,20.5
Kavita,20.5
Kavita,23.0
Kiran,18.0
Kiran,18.5
Kiran,19.0
Kiran,19.0
Kiran,23.5
Meera,18.3
Meera,20.5
Meera,21.0
Meera,22.5
Meera,23.5
Meera,23.5
Mohan,17.5
Mohan,19.0
Mohan,19.5
Mohan,19.8
Mohan,21.5
Neha,18.5
Neha,19.0
Neha,19.5
Neha,22.0
Neha,22.0
Priya,17.5
Priya,19.5
Priya,21.0
Priya,22.5
Rahul,17.5
Rahul,17.8
Rahul,18.3
Rahul,18.3
Rahul,18.5
Rahul,20.0
Rahul,21.0
Rahul,21.0
Ravi,18.0
Ravi,18.3
Ravi,18.3
Ravi,22.5
Ravi,23.5
Reeta,17.8
Reeta,19.5
Reeta,19.5
Reeta,19.8
Reeta,21.0
Reeta,22.5
Reeta,23.5
Sneha,18.0
Sneha,18.3
Sneha,19.8
Sneha,19.8
Sneha,23.0
Suresh,18.0
Suresh,18.0
Suresh,18.0
Suresh,18.5
Suresh,19.8
Suresh,20.0
Suresh,21.0
Suresh,23.0
Suresh,23.0
Vikram,18.5
Vikram,19.0
Vikram,20.0
Vikram,20.0
Vikram,21.0
Vikram,22.5
Vikram,23.0
Vikram,23.0
