name,age
Amit,21.5
Amit,23.5
Amit,22.0
Amit,21.0
Anita,18.5
Arjun,18.0
Arjun,20.0
Arjun,19.8
Geet,17.5
Geet,23.0
Geet,22.5
Geet,19.8
Kavita,20.5
Kavita,23.0
Kavita,23.5
Kavita,21.5
Kavita,19.8
Kiran,21.5
Kiran,19.0
Meera,23.0
Meera,22.0
Meera,18.5
Meera,22.5
Mohan,23.0
Mohan,23.5
Mohan,19.5
Neha,22.5
Neha,22.0
Neha,22.0
Priya,20.0
Priya,20.0
Priya,19.5
Priya,20.0
Priya,18.0
Rahul,21.0
Rahul,19.8
Rahul,17.5
Rahul,22.0
Ravi,17.5
Ravi,21.5
Ravi,20.0
Ravi,21.0
Ravi,17.5
Ravi,23.5
Ravi,21.5
Reeta,17.8
Reeta,21.5
Reeta,19.5
Reeta,19.8
Reeta,19.5
Reeta,18.3
Reeta,23.0
Sneha,20.5
Sneha,23.0
Sneha,23.5
Sneha,22.0
Sneha,19.5
Sneha,19.8
Sneha,19.5
Suresh,23.0
Suresh,21.5
Suresh,21.5
Suresh,21.0
Suresh,17.5
Vikram,22.5
Vikram,22.0
Vikram,19.8
Vikram,18.3
Vikram,19.5
Vikram,18.5
