name,age
Anita,18.0
Anita,20.5
Anita,22.5
Anita,23.5
Arjun,18.3
Geet,17.8
Geet,18.5
Geet,19.0
Geet,19.0
Geet,19.8
Geet,20.5
Kavita,18.3
Kavita,22.5
Kavita,22.5
Kiran,17.5
Kiran,22.0
Kiran,22.5
Meera,17.5
Meera,17.8
Meera,19.0
Meera,19.8
Meera,21.5
Mohan,20.0
Mohan,20.0
Neha,18.0
Neha,19.0
Neha,21.5
Priya,19.5
Priya,19.8
Priya,22.0
Priya,23.5
Ravi,19.8
Ravi,22.5
Reeta,17.5
Reeta,19.5
Reeta,20.0
Reeta,22.5
Sneha,18.3
Sneha,20.0
Sneha,21.5
Sneha,21.5
Sneha,22.0
Sneha,22.5
Suresh,22.5
Vikram,18.0
Vikram,18.0
Vikram,19.8
Vikram,19.8
Vikram,20.0
Vikram,23.0
