name,age
Amit,22.5
Amit,17.8
Amit,19.8
Amit,20.0
Amit,18.3
Amit,18.3
Amit,19.8
Amit,18.5
Anita,22.5
Anita,21.5
Arjun,23.5
Arjun,18.5
Arjun,19.5
Arjun,19.8
Geet,19.5
Geet,23.0
Geet,19.5
Geet,19.8
Geet,17.5
Geet,20.0
Kavita,23.5
Kavita,21.5
Kavita,19.0
Kavita,18.0
Kavita,21.0
Kavita,22.0
Kavita,21.5
Kavita,17.8
Kavita,23.0
Kiran,19.0
Kiran,19.5
Kiran,21.5
Kiran,18.3
Kiran,18.3
Meera,19.0
Meera,22.5
Meera,19.0
Meera,21.0
Meera,20.0
Meera,17.8
Mohan,19.5
Mohan,19.8
Mohan,19.8
Mohan,21.5
Mohan,23.0
Neha,19.0
Neha,21.0
Neha,22.0
Neha,18.5
Neha,19.5
Neha,18.5
Priya,23.5
Priya,18.0
Priya,19.8
Priya,18.5
Priya,17.8
Rahul,19.0
Rahul,22.0
Rahul,17.5
Ravi,20.5
Ravi,19.8
Ravi,19.8
Reeta,22.5
Reeta,23.5
Reeta,23.0
Reeta,23.5
Reeta,21.5
Reeta,23.5
Reeta,22.0
Sneha,21.0
Sneha,21.0
Sneha,23.0
Sneha,17.8
Sneha,21.0
Sneha,23.5
Sneha,21.5
Sneha,18.0
Sneha,18.0
Suresh,21.0
Suresh,20.5
Suresh,18.5
Suresh,17.5
Suresh,19.5
Suresh,21.0
Suresh,17.5
Suresh,23.5
Vikram,23.5
Vikram,18.5
Vikram,19.8
Vikram,18.5
