name,age
Amit,22.0
Amit,21.0
Amit,21.5
Amit,22.0
Amit,22.0
Amit,18.0
Anita,21.0
Anita,20.5
Anita,17.5
Anita,21.0
Anita,18.5
Anita,18.5
Arjun,18.3
Arjun,17.5
Arjun,19.0
Arjun,21.0
Geet,20.0
Geet,19.8
Geet,18.3
Geet,23.0
Geet,21.5
Geet,19.0
Kavita,19.8
Kavita,21.5
Kavita,19.8
Kavita,19.0
Kavita,22.5
Kavita,23.0
Kiran,18.0
Kiran,18.0
Meera,18.3
Meera,20.5
Meera,19.8
Meera,19.5
Meera,18.3
Mohan,21.0
Mohan,21.5
Mohan,18.5
Mohan,19.0
Neha,22.0
Neha,19.8
Neha,23.5
Neha,22.5
Neha,21.0
Neha,17.5
Priya,18.5
Priya,18.3
Priya,18.0
Rahul,20.0
Rahul,23.5
Rahul,18.3
Rahul,19.8
Ravi,23.0
Ravi,17.5
Ravi,19.0
Ravi,17.8
Reeta,23.0
Reeta,22.5
Sneha,19.5
Sneha,22.5
Sneha,20.0
Sneha,21.5
Sneha,19.5
Sneha,20.5
Suresh,21.0
Suresh,22.5
Suresh,23.0
Vikram,21.5
Vikram,21.5
Vikram,22.0
