name,age
Amit,23.5
Amit,20.0
Amit,19.0
Amit,20.5
Amit,20.0
Amit,21.0
Anita,17.8
Anita,19.5
Arjun,20.5
Arjun,18.5
Arjun,23.5
Arjun,17.5
Arjun,22.5
Arjun,18.0
Geet,21.0
Geet,18.5
Geet,23.5
Geet,18.3
Geet,23.5
Geet,20.5
Geet,18.5
Kavita,18.0
Kavita,18.0
Kavita,17.8
Kavita,23.0
Kavita,20.0
Kavita,18.3
Kavita,20.0
Kavita,23.0
Kavita,17.5
Kavita,19.0
Kiran,18.5
Kiran,17.8
Meera,23.5
Meera,17.8
Mohan,19.5
Mohan,17.8
Mohan,23.5
Mohan,20.0
Mohan,22.5
Neha,23.5
Neha,17.5
Neha,23.5
Neha,22.0
Neha,19.8
Priya,21.0
Priya,19.0
Priya,22.5
Priya,23.5
Priya,19.0
Priya,23.0
Priya,18.5
Priya,20.0
Rahul,22.0
Rahul,17.8
Rahul,19.5
Ravi,21.5
Ravi,19.0
Ravi,17.8
Reeta,23.5
Reeta,21.5
Reeta,19.8
Reeta,22.5
Sneha,19.8
Sneha,20.0
Sneha,19.5
Sneha,18.0
Sneha,21.0
Sneha,17.5
Sneha,20.5
Sneha,20.5
Suresh,21.0
Suresh,18.0
Suresh,21.0
Suresh,23.0
Suresh,19.0
Suresh,19.0
Suresh,23.5
Vikram,22.5
Vikram,20.5
