name,age
Neha,17.5
Vikram,17.5
Kavita,17.5
Arjun,17.8
Reeta,17.8
Vikram,17.8
Suresh,17.8
Kiran,17.8
Vikram,18.0
Rahul,18.0
Suresh,18.3
Ravi,18.3
Geet,18.3
Kavita,18.5
Sneha,18.5
Reeta,18.5
Reeta,18.5
Ravi,18.5
Rahul,19.0
Suresh,19.0
Kavita,19.0
Arjun,19.5
Anita,19.5
Rahul,19.5
Neha,19.5
Rahul,19.5
Rahul,19.8
Vikram,19.8
Kavita,19.8
Rahul,19.8
Anita,19.8
Arjun,20.0
Geet,20.0
Mohan,20.0
Kiran,20.0
Vikram,20.5
Vikram,20.5
Anita,20.5
Rahul,20.5
Rahul,20.5
Kavita,21.0
Kavita,21.0
Sneha,21.0
Reeta,21.5
Neha,21.5
Rahul,21.5
Kiran,21.5
Kiran,21.5
Rahul,21.5
Vikram,21.5
Neha,22.0
Geet,22.0
Anita,22.0
Geet,22.0
Sneha,22.5
Ravi,22.5
Priya,22.5
Meera,23.0
Kavita,23.0
Suresh,23.0
Kiran,23.0
Rahul,23.0
Kiran,23.0
Reeta,23.0
Suresh,23.5
Arjun,23.5
Meera,23.5
Arjun,23.5
Vikram,23.5
Kavita,23.5
