name,age
Amit,21.0
Amit,18.0
Amit,18.3
Amit,21.0
Anita,22.0
Anita,19.8
Anita,20.5
Arjun,21.5
Arjun,19.0
Arjun,22.5
Arjun,18.3
Arjun,17.8
Arjun,20.5
Arjun,17.5
Arjun,22.5
Geet,19.5
Geet,18.3
Geet,19.5
Geet,19.5
Geet,18.3
Geet,22.5
Kavita,18.5
Kavita,20.5
Kavita,21.5
Kavita,19.5
Kavita,18.5
Kavita,17.8
Kiran,18.5
Kiran,20.0
Kiran,18.0
Kiran,19.5
Meera,18.3
Meera,23.5
Meera,23.5
Mohan,17.8
Mohan,17.8
Mohan,23.5
Mohan,20.0
Mohan,19.5
Neha,20.5
Neha,19.8
Neha,18.5
Neha,21.0
Neha,18.3
Priya,17.5
Priya,18.5
Priya,23.5
Priya,17.5
Priya,17.8
Priya,20.5
Rahul,17.8
Rahul,23.5
Rahul,22.5
Rahul,21.5
Rahul,20.0
Ravi,20.5
Ravi,22.0
Ravi,23.5
Ravi,20.5
Ravi,20.5
Ravi,23.5
Ravi,19.0
Ravi,23.0
Ravi,21.5
Ravi,21.5
Reeta,22.5
Reeta,19.0
Reeta,22.0
Sneha,19.0
Sneha,18.3
Sneha,19.0
Sneha,22.5
Sneha,17.5
Suresh,20.5
Suresh,19.0
Suresh,20.0
Vikram,22.5
Vikram,22.0
Vikram,18.0
Vikram,19.8
