name,age
Amit,18.0
Amit,18.3
Amit,19.8
Amit,19.8
Amit,20.5
Amit,22.5
Anita,17.8
Anita,18.0
Anita,19.0
Anita,20.0
Anita,21.0
Anita,23.5
Arjun,19.5
Arjun,23.5
Geet,17.5
Geet,18.0
Geet,20.0
Geet,20.5
Geet,21.0
Geet,23.0
Kavita,19.0
Kavita,19.0
Kavita,19.5
Kavita,21.5
Kavita,22.0
Kavita,22.5
Kiran,17.5
Kiran,20.0
Kiran,20.5
Kiran,23.5
Meera,18.0
Meera,18.5
Meera,19.0
Meera,20.5
Meera,20.5
Meera,21.5
Meera,22.0
Meera,22.0
Meera,23.5
Mohan,17.5
Mohan,18.0
Mohan,22.0
Neha,19.0
Neha,19.5
Neha,21.0
Neha,21.5
Neha,21.5
Priya,18.0
Priya,23.0
Rahul,20.5
Rahul,21.0
Rahul,22.5
Rahul,22.5
Rahul,23.5
Rahul,23.5
Ravi,17.5
Ravi,17.5
Ravi,17.5
Ravi,18.3
Ravi,19.0
Ravi,19.0
Ravi,19.5
Ravi,23.5
Reeta,18.3
Reeta,18.3
Reeta,20.0
Reeta,22.0
Reeta,22.0
Sneha,18.5
Sneha,21.5
Suresh,19.0
Suresh,20.5
Suresh,21.0
Suresh,23.5
Vikram,18.0
Vikram,18.5
Vikram,21.5
Vikram,21.5
Vikram,22.5
Vikram,23.5
