name,age
Amit,20.0
Amit,22.5
Amit,23.0
Anita,19.5
Anita,20.5
Arjun,18.5
Arjun,19.8
Arjun,21.0
Arjun,22.5
Geet,17.5
Geet,17.8
Geet,20.0
Geet,22.0
Geet,23.0
Geet,23.0
Kavita,18.5
Kavita,19.0
Kavita,19.8
Kavita,23.5
Kiran,17.8
Kiran,18.5
Kiran,19.8
Kiran,21.0
Kiran,22.5
Meera,18.5
Meera,19.8
Meera,19.8
Meera,22.5
Mohan,17.5
Mohan,17.8
Mohan,19.0
Mohan,19.5
Neha,19.5
Neha,19.5
Neha,22.5
Priya,18.3
Priya,18.5
Priya,19.5
Priya,21.0
Priya,23.5
Rahul,17.5
Rahul,18.3
Rahul,18.3
Rahul,22.5
Ravi,17.8
Ravi,18.5
Ravi,19.8
Ravi,19.8
Ravi,21.0
Ravi,21.5
Ravi,22.0
Ravi,22.0
Ravi,23.5
Reeta,17.5
Reeta,18.3
Reeta,19.0
Reeta,20.5
Reeta,21.0
Reeta,22.0
Reeta,22.5
Sneha,17.8
Sneha,18.0
Sneha,19.0
Sneha,19.0
Sneha,19.8
Sneha,19.8
Sneha,22.5
Sneha,23.0
Suresh,18.0
Suresh,19.0
Suresh,19.0
Suresh,20.0
Suresh,20.5
Suresh,21.5
Suresh,22.0
Vikram,18.0
Vikram,18.3
Vikram,18.5
Vikram,21.5
Vikram,22.0
