name,age
Amit,23.0
Amit,17.8
Amit,18.0
Anita,21.5
Anita,18.3
Anita,18.0
Anita,23.5
Anita,19.5
Arjun,22.0
Geet,18.0
Geet,18.5
Geet,22.5
Geet,18.0
Geet,22.5
Geet,23.5
Kavita,17.8
Kavita,23.0
Kavita,19.5
Kiran,17.8
Kiran,19.0
Kiran,23.0
Kiran,23.0
Meera,20.0
Meera,17.5
Meera,21.5
Meera,18.3
Mohan,18.5
Mohan,18.0
Mohan,20.5
Mohan,18.5
Mohan,19.0
Mohan,19.0
Mohan,19.8
Mohan,19.0
Neha,22.5
Neha,19.8
Neha,22.5
Neha,19.0
Neha,20.5
Neha,22.5
Neha,22.0
Priya,17.8
Priya,18.5
Priya,20.5
Rahul,21.0
Rahul,17.5
Rahul,17.8
Rahul,18.3
Rahul,21.5
Ravi,22.5
Ravi,18.5
Ravi,19.0
Ravi,20.0
Ravi,17.5
Ravi,18.0
Ravi,19.8
Ravi,18.5
Reeta,19.0
Reeta,18.5
Sneha,18.5
Sneha,18.5
Sneha,22.5
Suresh,23.5
Vikram,23.0
Vikram,22.0
Vikram,19.5
Vikram,18.5
Vikram,23.5
Vikram,19.5
Vikram,18.0
