name,age
Reeta,17.5
Sneha,17.5
Ravi,17.8
Kiran,17.8
Suresh,17.8
Suresh,17.8
Kiran,18.0
Kavita,18.0
Neha,18.0
Rahul,18.0
Anita,18.0
Kiran,18.3
Rahul,18.3
Meera,18.5
Ravi,18.5
Amit,18.5
Vikram,18.5
Suresh,19.0
Mohan,19.0
Amit,19.5
Reeta,19.5
Arjun,19.5
Ravi,19.8
Kiran,19.8
Sneha,19.8
Suresh,19.8
Ravi,20.0
Vikram,20.0
Kiran,20.0
Rahul,20.0
Amit,20.0
Meera,20.0
Reeta,20.0
Priya,20.0
Anita,20.5
Ravi,21.0
Priya,21.0
Amit,21.0
Reeta,21.5
Kiran,21.5
Kavita,22.0
Mohan,22.0
Neha,22.5
Rahul,23.0
Kiran,23.0
Kiran,23.5
Anita,23.5
Amit,23.5
Rahul,23.5
Geet,23.5
