name,age
Arjun,17.5
Priya,17.5
Suresh,17.5
Geet,17.8
Anita,17.8
Vikram,17.8
Meera,17.8
Kiran,17.8
Mohan,18.0
Anita,18.0
Geet,18.0
Arjun,18.0
Geet,18.0
Priya,18.0
Sneha,18.3
Vikram,18.3
Arjun,18.3
Rahul,18.3
Suresh,18.3
Kiran,18.3
Mohan,18.3
Geet,18.3
Reeta,18.5
Sneha,18.5
Kavita,18.5
Suresh,19.0
Suresh,19.0
Neha,19.0
Suresh,19.0
Kiran,19.5
Anita,19.5
Rahul,19.5
Neha,19.5
Kavita,19.8
Neha,20.0
Priya,20.0
Kiran,20.0
Arjun,20.0
Rahul,20.5
Kavita,20.5
Arjun,20.5
Kiran,20.5
Reeta,21.0
Anita,21.0
Meera,21.0
Ravi,21.0
Kavita,21.0
Amit,21.0
Meera,21.0
Ravi,21.0
Arjun,21.5
Neha,21.5
Rahul,21.5
Kiran,21.5
Geet,21.5
Neha,21.5
Vikram,22.0
Priya,22.0
Mohan,22.0
Rahul,22.0
Amit,22.5
Priya,22.5
Anita,22.5
Rahul,22.5
Meera,22.5
Rahul,22.5
Sneha,22.5
Amit,22.5
Arjun,22.5
Meera,23.0
Amit,23.0
Meera,23.0
Geet,23.0
Anita,23.0
Sneha,23.5
Amit,23.5
Vikram,23.5
Mohan,23.5
Suresh,23.5
Geet,23.5
