name,age
Amit,18.3
Amit,18.3
Amit,22.5
Arjun,18.5
Arjun,21.0
Arjun,22.5
Geet,18.5
Geet,19.5
Geet,22.5
Kavita,19.0
Kavita,19.8
Kiran,19.5
Kiran,21.5
Meera,17.5
Meera,18.0
Meera,21.0
Meera,21.0
Mohan,17.5
Mohan,19.8
Mohan,21.0
Mohan,21.5
Neha,18.5
Neha,19.8
Priya,18.3
Priya,19.0
Priya,23.5
Rahul,18.3
Rahul,19.0
Rahul,21.0
Ravi,21.0
Ravi,21.0
Ravi,22.0
Ravi,23.0
Reeta,18.0
Reeta,19.8
Reeta,20.5
Reeta,21.0
Reeta,21.5
Sneha,18.3
Sneha,22.0
Sneha,23.0
Suresh,18.0
Suresh,19.0
Suresh,19.0
Suresh,19.5
Suresh,19.8
Suresh,20.0
Vikram,19.0
Vikram,22.0
Vikram,23.0
