name,age
Anita,17.5
Kavita,17.5
Neha,17.5
Vikram,17.5
Meera,17.5
Kavita,17.5
Geet,17.8
Sneha,17.8
Amit,17.8
Meera,17.8
Sneha,17.8
Priya,17.8
Geet,18.0
Arjun,18.0
Arjun,18.0
Neha,18.0
Mohan,18.0
Suresh,18.0
Suresh,18.0
Geet,18.0
Suresh,18.3
Reeta,18.3
Amit,18.3
Geet,18.5
Priya,18.5
Amit,18.5
Rahul,18.5
Anita,18.5
Vikram,18.5
Suresh,18.5
Meera,18.5
Meera,18.5
Geet,19.0
Arjun,19.0
Neha,19.0
Kavita,19.0
Suresh,19.0
Reeta,19.5
Suresh,19.5
Rahul,19.5
Sneha,19.5
Vikram,19.5
Anita,19.8
Arjun,19.8
Ravi,19.8
Ravi,19.8
Reeta,19.8
Amit,19.8
Kiran,19.8
Amit,19.8
Meera,20.0
Amit,20.0
Arjun,20.0
Neha,20.0
Kavita,20.0
Sneha,20.0
Kavita,20.5
Kiran,20.5
Amit,20.5
Amit,20.5
Priya,20.5
Kavita,20.5
Amit,20.5
Priya,21.0
Reeta,21.0
Kiran,21.0
Reeta,21.0
Sneha,21.0
Vikram,21.0
Reeta,21.5
Suresh,21.5
Anita,21.5
Mohan,21.5
Amit,21.5
Meera,21.5
Reeta,21.5
Sneha,22.0
Rahul,22.0
Amit,22.0
Anita,22.0
Meera,22.0
Kavita,22.5
Ravi,22.5
Sneha,22.5
Meera,22.5
Arjun,22.5
Ravi,22.5
Meera,22.5
Rahul,22.5
Rahul,22.5
Sneha,22.5
Reeta,22.5
Kiran,23.0
Arjun,23.0
Geet,23.0
Neha,23.0
Suresh,23.0
Vikram,23.0
Meera,23.5
Priya,23.5
