name,age
Amit,19.8
Amit,22.0
Amit,20.0
Amit,18.5
Amit,23.0
Anita,21.5
Anita,23.0
Arjun,18.0
Geet,18.3
Geet,20.5
Geet,22.0
Geet,19.5
Geet,18.3
Kavita,21.0
Kavita,18.5
Kavita,17.5
Kavita,22.5
Kiran,18.5
Kiran,20.0
Kiran,22.0
Kiran,19.0
Kiran,23.5
Kiran,19.8
Kiran,21.5
Meera,19.5
Meera,18.3
Meera,17.5
Meera,20.0
Mohan,22.0
Mohan,23.0
Mohan,19.5
Mohan,21.0
Neha,22.0
Neha,23.0
Neha,19.0
Neha,19.0
Priya,21.5
Priya,21.0
Priya,23.0
Priya,22.0
Priya,17.5
Priya,21.5
Rahul,19.0
Rahul,21.0
Rahul,21.0
Ravi,20.5
Ravi,17.8
Ravi,20.0
Reeta,18.5
Sneha,19.5
Sneha,22.5
Suresh,23.0
Suresh,23.0
Suresh,21.5
Suresh,18.5
Suresh,18.0
Vikram,21.5
Vikram,22.0
Vikram,20.0
Vikram,19.8
