name,age
Amit,18.5
Amit,19.0
Amit,19.5
Amit,20.5
Amit,21.0
Amit,22.5
Amit,22.5
Amit,23.5
Anita,18.0
Anita,18.0
Anita,19.0
Anita,20.0
Anita,21.5
Anita,23.5
Arjun,17.5
Arjun,22.0
Geet,17.5
Geet,19.8
Geet,21.5
Kavita,19.0
Kavita,19.8
Kavita,21.5
Kavita,22.5
Kavita,23.0
Kavita,23.5
Kiran,17.5
Kiran,17.8
Kiran,20.0
Meera,18.0
Meera,18.5
Meera,18.5
Meera,20.5
Mohan,19.0
Mohan,19.8
Mohan,20.0
Mohan,20.5
Neha,18.0
Neha,18.0
Neha,18.0
Neha,18.3
Neha,18.5
Neha,19.5
Priya,18.0
Priya,18.3
Priya,18.5
Priya,22.0
Priya,22.5
Priya,23.5
Rahul,18.3
Rahul,19.0
Rahul,19.8
Rahul,20.0
Rahul,22.5
Ravi,18.0
Ravi,21.0
Reeta,20.0
Reeta,20.0
Reeta,23.0
Reeta,23.0
Sneha,17.8
Sneha,19.0
Sneha,20.5
Suresh,18.5
Suresh,19.0
Suresh,19.0
Suresh,20.0
Suresh,20.5
Suresh,22.0
Suresh,23.5
Vikram,23.5
