name,age
Amit,18.5
Amit,22.0
Arjun,17.5
Arjun,22.0
Geet,18.5
Geet,18.5
Geet,19.8
Kavita,17.8
Kavita,17.8
Kavita,19.0
Kavita,20.5
Kavita,20.5
Kiran,17.8
Kiran,18.3
Kiran,18.3
Kiran,19.8
Kiran,22.0
Meera,18.0
Meera,18.5
Meera,19.0
Meera,19.5
Meera,19.5
Meera,21.5
Mohan,17.8
Mohan,18.5
Mohan,22.0
Neha,19.8
Neha,22.5
Neha,22.5
Priya,18.5
Priya,21.0
Priya,21.5
Priya,21.5
Priya,22.0
Priya,22.5
Rahul,17.5
Rahul,18.0
Rahul,18.0
Rahul,20.0
Rahul,20.5
Rahul,21.5
Rahul,22.0
Rahul,22.0
Rahul,22.5
Ravi,17.5
Ravi,18.5
Ravi,20.0
Ravi,21.5
Ravi,22.0
Reeta,18.0
Reeta,19.5
Reeta,19.8
Reeta,19.8
Reeta,21.5
Reeta,21.5
Reeta,22.0
Reeta,22.5
Reeta,23.0
Sneha,17.5
Sneha,18.0
Sneha,18.3
Sneha,20.0
Sneha,20.5
Sneha,23.5
Suresh,18.5
Suresh,19.5
Suresh,19.8
Suresh,23.0
Vikram,17.8
Vikram,17.8
Vikram,18.0
Vikram,18.3
Vikram,18.5
Vikram,19.5
Vikram,21.0
Vikram,21.5
Vikram,21.5
Vikram,22.0
Vikram,22.5
Vikram,23.5
