name,age
Amit,20.5
Amit,21.5
Amit,22.5
Anita,17.8
Anita,17.8
Anita,20.0
Anita,23.5
Arjun,18.5
Arjun,19.8
Geet,18.0
Geet,18.3
Kavita,17.5
Kavita,17.8
Kavita,18.0
Kavita,20.0
Kavita,20.0
Kavita,21.5
Kavita,23.0
Kiran,19.5
Kiran,19.8
Kiran,20.5
Kiran,22.0
Meera,20.0
Mohan,17.5
Mohan,17.5
Mohan,19.8
Mohan,20.0
Mohan,21.5
Mohan,21.5
Mohan,23.5
Neha,17.8
Neha,20.0
Rahul,17.5
Rahul,18.0
Rahul,18.0
Rahul,18.3
Rahul,18.3
Rahul,20.0
Rahul,20.5
Ravi,17.8
Ravi,21.0
Reeta,17.8
Reeta,20.5
Reeta,22.0
Sneha,17.8
Sneha,19.8
Suresh,18.0
Suresh,22.0
Suresh,23.5
Vikram,20.0
