name,age
Amit,18.3
Amit,22.5
Amit,18.3
Arjun,18.5
Arjun,22.5
Arjun,21.0
Geet,22.5
Geet,18.5
Geet,19.5
Kavita,19.0
Kavita,19.8
Kiran,19.5
Kiran,21.5
Meera,17.5
Meera,21.0
Meera,18.0
Meera,21.0
Mohan,19.8
Mohan,21.5
Mohan,17.5
Mohan,21.0
Neha,19.8
Neha,18.5
Priya,23.5
Priya,19.0
Priya,18.3
Rahul,21.0
Rahul,19.0
Rahul,18.3
Ravi,21.0
Ravi,21.0
Ravi,23.0
Ravi,22.0
Reeta,20.5
Reeta,21.0
Reeta,21.5
Reeta,19.8
Reeta,18.0
Sneha,22.0
Sneha,18.3
Sneha,23.0
Suresh,19.5
Suresh,19.8
Suresh,19.0
Suresh,20.0
Suresh,18.0
Suresh,19.0
Vikram,19.0
Vikram,23.0
Vikram,22.0
