name,age
Reeta,17.5
Kavita,17.5
Mohan,17.8
Rahul,17.8
Geet,17.8
Arjun,17.8
Suresh,18.0
Arjun,18.0
Vikram,18.3
Reeta,18.3
Suresh,18.5
Kavita,19.0
Mohan,19.0
Sneha,19.0
Suresh,19.0
Vikram,19.5
Priya,19.5
Vikram,19.5
Suresh,19.5
Suresh,19.5
Reeta,19.8
Sneha,20.0
Meera,20.5
Arjun,20.5
Kiran,20.5
Rahul,20.5
Kiran,21.0
Anita,21.0
Mohan,21.0
Rahul,21.0
Anita,21.0
Geet,21.0
Kiran,21.0
Kiran,21.5
Vikram,21.5
Reeta,21.5
Amit,22.0
Rahul,22.0
Suresh,22.0
Vikram,22.0
Geet,22.0
Reeta,22.0
Mohan,22.0
Rahul,22.0
Geet,22.5
Suresh,22.5
Neha,23.0
Reeta,23.0
Kiran,23.0
Neha,23.0
Priya,23.0
Rahul,23.0
Sneha,23.0
Meera,23.0
Geet,23.5
Mohan,23.5
Suresh,23.5
Kavita,23.5
Reeta,23.5
Ravi,23.5
