name,age
Amit,18.5
Amit,19.8
Amit,23.0
Anita,18.0
Anita,19.5
Anita,21.0
Anita,21.5
Anita,22.5
Arjun,17.5
Arjun,17.8
Arjun,17.8
Arjun,18.0
Arjun,18.3
Geet,17.5
Geet,21.5
Geet,22.0
Geet,23.5
Kavita,17.8
Kavita,18.5
Kavita,21.0
Kavita,22.0
Kavita,23.0
Kiran,18.0
Kiran,21.0
Meera,18.3
Meera,18.5
Mohan,17.5
Mohan,22.5
Neha,17.8
Neha,18.0
Neha,19.5
Neha,21.0
Neha,21.5
Neha,23.0
Priya,19.5
Priya,21.0
Priya,23.5
Rahul,18.0
Rahul,18.0
Rahul,18.5
Ravi,17.8
Ravi,19.5
Ravi,20.0
Ravi,20.0
Ravi,21.5
Ravi,21.5
Ravi,22.5
Ravi,23.5
Reeta,19.0
Reeta,21.0
Sneha,22.5
Sneha,23.0
Suresh,18.0
Suresh,21.5
Suresh,21.5
Vikram,18.5
Vikram,18.5
Vikram,20.5
Vikram,20.5
Vikram,21.5
