name,age
Amit,19.8
Amit,23.0
Amit,22.0
Amit,19.0
Amit,19.8
Anita,23.0
Anita,23.5
Anita,23.0
Anita,18.3
Arjun,18.0
Arjun,20.5
Arjun,18.0
Arjun,19.0
Arjun,22.5
Arjun,21.0
Geet,21.5
Geet,19.0
Geet,23.0
Kavita,21.0
Kavita,20.5
Kavita,17.8
Kavita,18.0
Kavita,18.0
Kavita,18.5
Kiran,23.0
Kiran,21.0
Kiran,22.5
Kiran,19.8
Kiran,17.5
Kiran,20.5
Kiran,23.0
Kiran,17.5
Kiran,18.3
Meera,20.5
Meera,23.5
Meera,19.8
Meera,23.0
Meera,17.8
Meera,22.0
Meera,17.5
Meera,18.0
Meera,19.5
Meera,22.5
Mohan,20.5
Mohan,17.5
Neha,20.0
Neha,18.5
Neha,22.0
Neha,21.5
Neha,21.0
Neha,23.5
Neha,21.0
Neha,18.3
Neha,19.5
Priya,19.5
Priya,17.5
Priya,18.5
Priya,18.5
Priya,20.0
Priya,18.0
Priya,17.8
Priya,23.0
Priya,21.5
Priya,17.5
Rahul,17.5
Rahul,20.0
Rahul,18.5
Rahul,23.0
Rahul,23.0
Rahul,23.0
Rahul,17.8
Ravi,18.0
Ravi,21.5
Ravi,17.8
Ravi,18.3
Reeta,21.0
Reeta,17.8
Reeta,21.5
Reeta,17.5
Reeta,22.5
Sneha,21.0
Sneha,22.5
Sneha,18.3
Sneha,17.8
Sneha,22.0
Sneha,23.0
Sneha,21.0
Sneha,22.5
Sneha,19.8
Sneha,20.5
Suresh,22.5
Suresh,21.0
Suresh,19.8
Suresh,23.0
Vikram,18.3
Vikram,21.0
Vikram,23.5
Vikram,22.0
Vikram,21.0
Vikram,19.0
