name,age
Kiran,17.5
Ravi,17.5
Mohan,17.5
Amit,17.5
Arjun,17.8
Amit,17.8
Rahul,17.8
Rahul,17.8
Neha,17.8
Meera,18.0
Meera,18.0
Suresh,18.0
Kavita,18.0
Kiran,18.0
Kavita,18.0
Mohan,18.3
Ravi,18.3
Amit,18.3
Vikram,18.3
Ravi,18.3
Arjun,18.5
Mohan,18.5
Vikram,18.5
Amit,18.5
Anita,18.5
Suresh,19.0
Ravi,19.0
Geet,19.0
Mohan,19.0
Rahul,19.0
Reeta,19.0
Mohan,19.5
Vikram,19.5
Neha,19.5
Kiran,19.5
Rahul,19.8
Priya,19.8
Kavita,19.8
Ravi,19.8
Amit,19.8
Ravi,19.8
Rahul,20.0
Kavita,20.0
Reeta,20.5
Amit,20.5
Geet,20.5
Geet,20.5
Meera,21.0
Vikram,21.0
Kiran,21.0
Anita,21.0
Amit,21.0
Suresh,21.5
Geet,21.5
Priya,21.5
Anita,21.5
Mohan,22.0
Sneha,22.0
Geet,22.0
Reeta,22.0
Kiran,22.0
Kavita,22.5
Rahul,23.0
Meera,23.0
Ravi,23.0
Suresh,23.0
Vikram,23.0
Rahul,23.5
Vikram,23.5
Sneha,23.5
