Neha,18.3
Suresh,19.0
Priya,21.0
Sneha,22.0
Anita,17.8
Ravi,21.0
Vikram,21.0
Neha,18.5
Rahul,19.5
Reeta,17.8
Reeta,21.0
Kavita,21.0
Kavita,18.3
Sneha,17.8
Kavita,17.5
Suresh,23.0
Reeta,22.0
Anita,17.8
Sneha,19.8
Kavita,18.5
Meera,22.5
Neha,21.5
Priya,20.0
Anita,19.0
Anita,17.8
Kavita,18.0
Mohan,20.0
Reeta,18.5
Meera,17.8
Kavita,19.5
Sneha,19.0
Kavita,20.0
Kiran,22.0
Ravi,21.0
Reeta,19.5
Rahul,21.0
Kavita,19.8
Rahul,18.3
Sneha,21.0
Kavita,23.0
Mohan,21.0
Priya,20.5
Rahul,21.5
Rahul,23.5
Neha,19.8
Rahul,20.5
Arjun,23.5
Sneha,20.5
Neha,18.5
Kiran,18.0
Vikram,18.5
Geet,17.5
Suresh,20.5
Vikram,20.0
Sneha,20.5
Vikram,19.5
Sneha,17.5
Meera,18.0
Suresh,22.0
Sneha,20.0
Sneha,17.5
Rahul,18.0
Vikram,21.5
Amit,17.5
Suresh,18.3
Geet,18.3
Mohan,20.5
Meera,20.0
Ravi,21.0
Meera,18.3
Arjun,18.3
Meera,20.0
Ravi,19.0
Kiran,19.0
Geet,22.0
Ravi,17.5
Geet,19.8
Ravi,19.8
Meera,23.0
Geet,20.0
