Vikram,20.5
Sneha,23.0
Ravi,21.5
Ravi,21.5
Suresh,18.0
Arjun,17.8
Anita,22.5
Rahul,18.5
Ravi,22.5
Neha,19.5
Anita,19.5
Arjun,18.3
Neha,23.0
Reeta,19.0
Arjun,18.0
Sneha,22.5
Kavita,17.8
Anita,21.5
Mohan,17.5
Ravi,20.0
Priya,19.5
Kavita,18.5
Kiran,21.0
Ravi,20.0
Kavita,21.0
Ravi,23.5
Anita,18.0
Geet,17.5
Vikram,18.5
Vikram,21.5
Neha,21.0
Arjun,17.8
Suresh,21.5
Arjun,17.5
Anita,21.0
Rahul,18.0
Amit,23.0
Geet,21.5
Kiran,18.0
Kavita,23.0
Vikram,20.5
Priya,23.5
Amit,18.5
Suresh,21.5
Geet,22.0
Amit,19.8
Neha,18.0
Rahul,18.0
Neha,17.8
Ravi,19.5
Neha,21.5
Reeta,21.0
Kavita,22.0
Mohan,22.5
Geet,23.5
Meera,18.5
Vikram,18.5
Ravi,17.8
Meera,18.3
Priya,21.0
