Mohan,18.0
Suresh,21.5
Amit,17.5
Reeta,18.5
Geet,22.0
Sneha,18.0
Kiran,21.5
Sneha,18.0
Rahul,22.5
Amit,20.5
Ravi,21.5
Reeta,23.0
Kavita,21.0
Kiran,19.5
Priya,23.0
Rahul,18.3
Anita,22.5
Vikram,17.5
Sneha,19.8
Anita,19.8
Geet,21.0
Reeta,22.5
Kavita,23.0
Kavita,19.5
Neha,19.8
Reeta,18.5
Ravi,18.5
Kiran,18.3
Anita,23.0
Anita,23.0
Amit,19.0
Suresh,17.5
Priya,18.3
Kavita,19.0
Anita,18.0
Suresh,21.0
Mohan,19.5
Rahul,17.5
Anita,22.5
Amit,20.5
Amit,18.0
Kiran,19.8
Meera,19.5
Suresh,23.0
Rahul,19.5
Rahul,23.5
Rahul,17.5
Suresh,21.0
Amit,17.8
Meera,22.5
Vikram,17.5
Mohan,18.3
Kavita,18.3
Anita,19.5
Anita,23.5
Arjun,23.5
Arjun,22.0
Suresh,21.5
Amit,19.8
Kiran,18.3
Kiran,17.8
Kiran,19.8
Mohan,23.5
Suresh,18.5
Reeta,19.8
Meera,19.5
Kiran,21.5
Neha,20.0
Meera,22.5
Amit,18.3
