Arjun,17.5
Anita,23.0
Anita,22.0
Ravi,23.0
Amit,19.5
Meera,23.5
Reeta,17.5
Priya,20.0
Arjun,21.0
Neha,22.5
Priya,18.0
Reeta,18.3
Vikram,17.5
Amit,20.0
Neha,19.0
Sneha,20.5
Priya,19.8
Priya,17.5
Rahul,22.0
Rahul,20.0
Neha,17.8
Amit,21.5
Arjun,17.8
Ravi,18.0
Mohan,18.0
Kavita,18.0
Priya,17.8
Mohan,19.8
Amit,18.5
Sneha,17.5
Kiran,18.3
Sneha,19.5
Vikram,17.8
Vikram,20.0
Reeta,22.0
Anita,18.3
Arjun,21.0
Arjun,21.0
Reeta,19.5
Geet,20.0
Arjun,18.3
Vikram,18.3
Reeta,23.5
Anita,18.5
Geet,17.5
Ravi,21.5
Mohan,18.0
Kiran,23.5
Kavita,20.5
Reeta,17.8
