Kiran,21.5
Anita,18.3
Reeta,19.8
Meera,23.5
Kavita,23.0
Amit,17.8
Mohan,23.0
Meera,21.0
Anita,21.5
Kavita,20.0
Suresh,23.0
Anita,20.5
Vikram,23.0
Suresh,18.0
Amit,18.3
Rahul,19.0
Sneha,18.3
Meera,20.0
Amit,19.8
Vikram,17.8
Priya,17.8
Kavita,17.5
Vikram,18.3
Arjun,18.5
Geet,19.8
Anita,18.5
Kavita,21.5
Kiran,22.5
Rahul,20.0
Arjun,17.8
Geet,21.0
Sneha,22.0
Meera,21.0
Arjun,20.0
Reeta,19.8
Mohan,20.0
Priya,19.5
Kiran,23.0
Kiran,19.5
Rahul,21.5
Reeta,23.0
Neha,18.3
Mohan,19.8
Ravi,23.5
Kavita,18.5
Neha,21.0
Meera,23.0
Kiran,20.0
Amit,21.0
Priya,21.0
