Mohan,20.0
Anita,23.0
Amit,20.0
Reeta,23.5
Arjun,21.0
Rahul,22.0
Kavita,19.0
Mohan,18.3
Priya,19.0
Kiran,20.0
Neha,18.5
Neha,20.0
Kiran,22.5
Geet,22.5
Neha,22.0
Anita,17.8
Anita,19.5
Geet,23.5
Arjun,20.0
Amit,19.5
Meera,19.8
Kiran,18.3
Mohan,23.5
Priya,18.0
Geet,22.5
Neha,19.5
Anita,22.5
Meera,21.0
Arjun,22.5
Arjun,17.8
Amit,21.5
Rahul,19.5
Amit,17.8
Mohan,23.5
Kiran,17.5
Priya,17.8
Mohan,23.0
Reeta,23.0
Geet,18.3
Meera,19.0
Sneha,18.0
Amit,17.5
Priya,20.0
Vikram,21.0
Sneha,23.5
Rahul,17.8
Amit,23.0
Kiran,20.5
Sneha,19.0
Ravi,20.0
Neha,19.5
Amit,19.8
Geet,20.0
Meera,20.5
Neha,21.0
Geet,18.5
Anita,19.5
Rahul,23.5
Neha,20.0
Kiran,17.8
Suresh,18.0
Ravi,23.0
Anita,17.8
Rahul,23.5
Kavita,20.0
Neha,20.0
Mohan,20.5
Rahul,23.5
Vikram,22.5
Ravi,19.0
Meera,20.5
Reeta,21.0
Geet,17.5
Mohan,23.5
Kiran,18.5
Arjun,18.0
Mohan,17.5
Neha,22.5
Vikram,23.5
Suresh,23.5
Reeta,17.8
Kiran,19.5
Suresh,20.0
Geet,19.8
Geet,22.0
Priya,17.5
Suresh,19.5
Kavita,19.5
Amit,21.5
Suresh,19.8
