Kiran,17.5
Arjun,22.0
Vikram,19.5
Neha,23.0
Anita,18.5
Anita,23.0
Neha,19.8
Amit,23.5
Rahul,20.5
Priya,21.5
Geet,21.5
Reeta,20.0
Kiran,21.0
Vikram,17.5
Sneha,20.5
Kiran,17.8
Vikram,17.8
Mohan,21.5
Vikram,19.5
Ravi,19.0
Rahul,18.3
Geet,21.0
Ravi,18.0
Kavita,18.3
Vikram,21.0
Kiran,23.5
Vikram,17.5
Amit,17.8
Neha,21.5
Rahul,17.8
Suresh,20.5
Kiran,23.5
Neha,21.0
Vikram,18.5
Kiran,21.5
Geet,19.8
Geet,23.5
Anita,22.5
Rahul,19.8
Neha,23.0
Kiran,17.5
Anita,20.5
Mohan,21.0
Sneha,19.5
Neha,18.0
Ravi,18.0
Meera,21.5
Suresh,23.5
Vikram,21.0
Meera,22.0
Suresh,18.0
Geet,21.5
Anita,20.5
Kiran,19.8
Arjun,19.5
Mohan,18.3
Suresh,20.0
Anita,19.0
Sneha,21.0
Mohan,18.0
Priya,19.5
Suresh,20.0
Neha,19.5
Arjun,20.0
Suresh,23.0
Meera,18.3
Meera,17.8
Neha,20.0
Reeta,23.0
Anita,21.5
Vikram,20.5
Sneha,20.0
Mohan,19.0
Geet,22.5
Ravi,23.0
Vikram,23.5
Anita,22.5
Vikram,19.0
Kavita,17.5
Kavita,22.0
Suresh,23.0
Mohan,22.0
Meera,20.0
Suresh,18.3
Reeta,17.8
Ravi,20.5
Vikram,21.0
Meera,19.0
Kavita,21.0
Neha,21.0
Rahul,22.5
Arjun,18.0
Reeta,18.5
Neha,22.5
Amit,22.5
Mohan,21.5
Amit,20.5
Kiran,22.5
Kavita,18.3
Arjun,17.8
