Vikram,19.8
Rahul,18.3
Rahul,17.8
Kiran,18.0
Vikram,20.5
Meera,20.0
Kavita,22.0
Mohan,18.0
Vikram,23.5
Arjun,22.0
Anita,21.5
Geet,22.0
Suresh,22.5
Kiran,20.5
Priya,20.0
Vikram,22.5
Mohan,17.8
Anita,21.5
Vikram,19.5
Ravi,19.0
Arjun,19.0
Anita,19.8
Geet,19.8
Mohan,19.0
Arjun,20.0
Reeta,21.5
Suresh,17.5
Reeta,19.0
Geet,23.5
Reeta,18.5
Priya,19.5
Geet,23.0
Kavita,23.5
Reeta,19.0
Kavita,18.5
Vikram,22.5
Arjun,20.5
Meera,23.0
Anita,23.5
Kiran,19.5
Geet,17.8
Amit,17.8
Anita,20.5
Meera,17.5
Kavita,17.5
Reeta,23.0
Amit,19.0
Geet,20.0
Kiran,20.5
Meera,20.0
Meera,20.0
Anita,19.8
Rahul,22.0
Amit,17.5
Amit,19.5
Ravi,19.5
Amit,23.0
Rahul,18.3
Anita,19.0
Kiran,17.8
Arjun,19.0
Rahul,21.0
Suresh,19.8
Mohan,20.5
Anita,21.0
Rahul,18.3
Suresh,23.5
Vikram,22.5
Neha,22.0
Kavita,21.0
Sneha,20.0
Meera,22.5
Suresh,21.5
Meera,21.5
Kavita,22.5
Anita,19.0
Amit,22.5
Geet,20.5
Mohan,20.0
Meera,20.5
Rahul,20.0
Arjun,19.5
Rahul,21.0
Neha,18.0
Kavita,23.0
Reeta,22.0
Amit,23.5
Geet,20.0
Kiran,22.0
Reeta,18.5
