Kiran,22.5
Anita,20.5
Sneha,22.0
Geet,19.0
Vikram,18.0
Vikram,19.8
Priya,19.5
Reeta,19.5
Kiran,17.5
Sneha,21.5
Sneha,22.5
Kavita,22.5
Meera,21.5
Reeta,20.0
Vikram,18.0
Neha,21.5
Sneha,18.3
Meera,17.8
Mohan,20.0
Vikram,23.0
Anita,23.5
Geet,19.0
Anita,18.0
Sneha,20.0
Ravi,19.8
Reeta,17.5
Neha,19.0
Kavita,22.5
Geet,18.5
Geet,20.5
Mohan,20.0
Priya,22.0
Vikram,19.8
Kiran,22.0
Geet,19.8
Sneha,21.5
Arjun,18.3
Neha,18.0
Anita,22.5
Meera,17.5
Meera,19.8
Kavita,18.3
Meera,19.0
Reeta,22.5
Ravi,22.5
Priya,23.5
Priya,19.8
Geet,17.8
Suresh,22.5
Vikram,20.0
