Arjun,20.5
Meera,19.5
Suresh,20.0
Neha,22.0
Ravi,22.5
Sneha,19.0
Rahul,19.8
Mohan,21.0
Reeta,19.5
Geet,22.5
Mohan,18.0
Geet,21.5
Suresh,18.5
Kiran,19.8
Reeta,23.0
Rahul,17.8
Priya,18.0
Kavita,23.5
Vikram,20.5
Rahul,19.5
Meera,22.0
Reeta,19.8
Reeta,19.0
Geet,20.0
Anita,19.0
Reeta,22.0
Meera,18.5
Mohan,17.8
Anita,18.3
Ravi,19.0
Kavita,22.0
Amit,19.5
Neha,22.0
Kiran,18.0
Kavita,17.8
Sneha,23.0
Sneha,21.5
Neha,21.5
Kiran,19.5
Priya,17.8
Neha,18.3
Priya,17.8
Neha,21.5
Geet,17.5
Suresh,18.3
Amit,19.8
Arjun,18.3
Suresh,23.0
Kavita,19.8
Sneha,21.0
Kiran,18.0
Mohan,19.5
Kiran,17.8
Reeta,22.0
Arjun,23.5
Anita,19.8
Mohan,22.5
Anita,22.0
Arjun,18.0
Meera,17.5
Ravi,22.5
Kavita,21.5
Meera,21.0
Meera,20.0
Neha,19.8
Geet,22.0
Suresh,20.5
Sneha,19.8
Meera,20.0
Anita,23.5
Reeta,21.0
Suresh,19.0
Sneha,19.8
Reeta,19.0
Vikram,22.5
Meera,23.0
Ravi,23.0
Meera,19.0
Sneha,20.5
Sneha,19.0
