Kiran,22.5
Mohan,18.5
Rahul,18.3
Geet,19.0
Anita,18.0
Geet,19.0
Arjun,17.5
Arjun,18.0
Amit,22.0
Kavita,18.0
Ravi,17.5
Priya,21.5
Mohan,18.5
Mohan,19.8
Ravi,18.0
Ravi,21.5
Vikram,20.5
Geet,23.5
Priya,22.5
Priya,21.0
Meera,19.8
Anita,20.0
Amit,18.3
Neha,21.0
Mohan,23.0
Meera,17.8
Arjun,19.5
Suresh,19.0
Anita,17.8
Kavita,18.5
Rahul,17.8
Ravi,17.8
Anita,17.8
Sneha,23.5
Geet,23.0
Neha,22.0
Rahul,19.0
Kavita,21.5
Kiran,18.0
Geet,21.5
Anita,18.5
Vikram,21.0
Neha,20.5
Kiran,23.0
Anita,22.0
Anita,22.0
Anita,18.5
Mohan,19.5
Meera,20.0
Neha,20.5
Rahul,17.5
Kiran,23.5
Amit,18.0
Arjun,21.5
Anita,17.8
Neha,23.5
Vikram,17.5
Kiran,19.5
Ravi,17.5
Anita,23.5
